"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Pickens County, AL"	"01107"	"2016"	"2016"	177	3690	4796.7
	"Pickens County, AL"	"01107"	"2017"	"2017"	149	3713	4012.9
	"Pickens County, AL"	"01107"	"2018"	"2018"	171	3793	4508.3
	"Pickens County, AL"	"01107"	"2019"	"2019"	218	3886	5609.9
	"Pickens County, AL"	"01107"	"2020 "	"2020"	236	3927	6009.7
	"Pike County, AL"	"01109"	"2014"	"2014"	205	4694	4367.3
	"Pike County, AL"	"01109"	"2015"	"2015"	202	4851	4164.1
	"Pike County, AL"	"01109"	"2016"	"2016"	193	4942	3905.3
	"Pike County, AL"	"01109"	"2017"	"2017"	233	4951	4706.1
	"Pike County, AL"	"01109"	"2018"	"2018"	228	4987	4571.9
	"Pike County, AL"	"01109"	"2019"	"2019"	216	5031	4293.4
	"Pike County, AL"	"01109"	"2020 "	"2020"	284	5194	5467.8
	"Randolph County, AL"	"01111"	"2014"	"2014"	212	4416	4800.7
	"Randolph County, AL"	"01111"	"2015"	"2015"	226	4508	5013.3
	"Randolph County, AL"	"01111"	"2016"	"2016"	230	4568	5035.0
	"Randolph County, AL"	"01111"	"2017"	"2017"	244	4600	5304.3
	"Randolph County, AL"	"01111"	"2018"	"2018"	214	4625	4627.0
	"Randolph County, AL"	"01111"	"2019"	"2019"	220	4741	4640.4
	"Randolph County, AL"	"01111"	"2020 "	"2020"	266	4892	5437.4
	"Russell County, AL"	"01113"	"2014"	"2014"	309	7469	4137.1
	"Russell County, AL"	"01113"	"2015"	"2015"	429	7574	5664.1
	"Russell County, AL"	"01113"	"2016"	"2016"	428	7699	5559.2
	"Russell County, AL"	"01113"	"2017"	"2017"	432	7992	5405.4
	"Russell County, AL"	"01113"	"2018"	"2018"	409	8280	4939.6
	"Russell County, AL"	"01113"	"2019"	"2019"	413	8589	4808.5
	"Russell County, AL"	"01113"	"2020 "	"2020"	511	8779	5820.7
	"St. Clair County, AL"	"01115"	"2014"	"2014"	628	13296	4723.2
	"St. Clair County, AL"	"01115"	"2015"	"2015"	636	13811	4605.0
	"St. Clair County, AL"	"01115"	"2016"	"2016"	670	14276	4693.2
	"St. Clair County, AL"	"01115"	"2017"	"2017"	678	14350	4724.7
	"St. Clair County, AL"	"01115"	"2018"	"2018"	668	14738	4532.5
	"St. Clair County, AL"	"01115"	"2019"	"2019"	686	15083	4548.2
	"St. Clair County, AL"	"01115"	"2020 "	"2020"	855	15895	5379.1
	"Shelby County, AL"	"01117"	"2014"	"2014"	948	26848	3531.0
	"Shelby County, AL"	"01117"	"2015"	"2015"	912	28101	3245.4
	"Shelby County, AL"	"01117"	"2016"	"2016"	1092	29487	3703.3
	"Shelby County, AL"	"01117"	"2017"	"2017"	1051	31636	3322.2
	"Shelby County, AL"	"01117"	"2018"	"2018"	1141	33087	3448.5
	"Shelby County, AL"	"01117"	"2019"	"2019"	1234	34724	3553.7
	"Shelby County, AL"	"01117"	"2020 "	"2020"	1360	36343	3742.1
	"Sumter County, AL"	"01119"	"2014"	"2014"	97	2147	4517.9
	"Sumter County, AL"	"01119"	"2015"	"2015"	88	2197	4005.5
	"Sumter County, AL"	"01119"	"2016"	"2016"	104	2246	4630.5
	"Sumter County, AL"	"01119"	"2017"	"2017"	99	2213	4473.6
	"Sumter County, AL"	"01119"	"2018"	"2018"	118	2286	5161.9
	"Sumter County, AL"	"01119"	"2019"	"2019"	111	2325	4774.2
	"Sumter County, AL"	"01119"	"2020 "	"2020"	136	2426	5605.9
	"Talladega County, AL"	"01121"	"2014"	"2014"	595	13058	4556.6
	"Talladega County, AL"	"01121"	"2015"	"2015"	656	13396	4897.0
	"Talladega County, AL"	"01121"	"2016"	"2016"	688	13624	5049.9
	"Talladega County, AL"	"01121"	"2017"	"2017"	719	14032	5124.0
	"Talladega County, AL"	"01121"	"2018"	"2018"	705	14370	4906.1
	"Talladega County, AL"	"01121"	"2019"	"2019"	693	14769	4692.3
	"Talladega County, AL"	"01121"	"2020 "	"2020"	840	15103	5561.8
	"Tallapoosa County, AL"	"01123"	"2014"	"2014"	368	8052	4570.3
	"Tallapoosa County, AL"	"01123"	"2015"	"2015"	325	8260	3934.6
	"Tallapoosa County, AL"	"01123"	"2016"	"2016"	431	8444	5104.2
	"Tallapoosa County, AL"	"01123"	"2017"	"2017"	436	8531	5110.8
	"Tallapoosa County, AL"	"01123"	"2018"	"2018"	382	8731	4375.2
	"Tallapoosa County, AL"	"01123"	"2019"	"2019"	450	8987	5007.2
	"Tallapoosa County, AL"	"01123"	"2020 "	"2020"	460	9154	5025.1
	"Tuscaloosa County, AL"	"01125"	"2014"	"2014"	1179	23722	4970.1
	"Tuscaloosa County, AL"	"01125"	"2015"	"2015"	1206	24553	4911.8
	"Tuscaloosa County, AL"	"01125"	"2016"	"2016"	1186	25472	4656.1
	"Tuscaloosa County, AL"	"01125"	"2017"	"2017"	1195	26661	4482.2
	"Tuscaloosa County, AL"	"01125"	"2018"	"2018"	1313	27743	4732.7
	"Tuscaloosa County, AL"	"01125"	"2019"	"2019"	1215	28789	4220.4
	"Tuscaloosa County, AL"	"01125"	"2020 "	"2020"	1565	29766	5257.7
	"Walker County, AL"	"01127"	"2014"	"2014"	654	11913	5489.8
	"Walker County, AL"	"01127"	"2015"	"2015"	696	12109	5747.8
	"Walker County, AL"	"01127"	"2016"	"2016"	666	12346	5394.5
	"Walker County, AL"	"01127"	"2017"	"2017"	772	12180	6338.3
	"Walker County, AL"	"01127"	"2018"	"2018"	702	12311	5702.2
	"Walker County, AL"	"01127"	"2019"	"2019"	691	12409	5568.5
	"Walker County, AL"	"01127"	"2020 "	"2020"	905	12720	7114.8
	"Washington County, AL"	"01129"	"2014"	"2014"	143	2868	4986.1
	"Washington County, AL"	"01129"	"2015"	"2015"	156	2929	5326.0
	"Washington County, AL"	"01129"	"2016"	"2016"	146	2988	4886.2
	"Washington County, AL"	"01129"	"2017"	"2017"	123	3050	4032.8
	"Washington County, AL"	"01129"	"2018"	"2018"	132	3130	4217.3
	"Washington County, AL"	"01129"	"2019"	"2019"	149	3219	4628.8
	"Washington County, AL"	"01129"	"2020 "	"2020"	146	3279	4452.6
	"Wilcox County, AL"	"01131"	"2014"	"2014"	107	1968	5437.0
	"Wilcox County, AL"	"01131"	"2015"	"2015"	95	2036	4666.0
	"Wilcox County, AL"	"01131"	"2016"	"2016"	84	2065	4067.8
	"Wilcox County, AL"	"01131"	"2017"	"2017"	96	2033	4722.1
	"Wilcox County, AL"	"01131"	"2018"	"2018"	111	2066	5372.7
	"Wilcox County, AL"	"01131"	"2019"	"2019"	99	2105	4703.1
	"Wilcox County, AL"	"01131"	"2020 "	"2020"	110	2145	5128.2
	"Winston County, AL"	"01133"	"2014"	"2014"	212	4840	4380.2
	"Winston County, AL"	"01133"	"2015"	"2015"	227	4930	4604.5
	"Winston County, AL"	"01133"	"2016"	"2016"	234	4989	4690.3
	"Winston County, AL"	"01133"	"2017"	"2017"	243	5086	4777.8
	"Winston County, AL"	"01133"	"2018"	"2018"	218	5101	4273.7
	"Winston County, AL"	"01133"	"2019"	"2019"	233	5167	4509.4
	"Winston County, AL"	"01133"	"2020 "	"2020"	292	5310	5499.1
	"Aleutians West Census Area, AK"	"02016"	"2016"	"2016"	12	353	Unreliable
	"Anchorage Borough, AK"	"02020"	"2014"	"2014"	912	26719	3413.3
	"Anchorage Borough, AK"	"02020"	"2015"	"2015"	930	28001	3321.3
	"Anchorage Borough, AK"	"02020"	"2016"	"2016"	972	29471	3298.2
	"Anchorage Borough, AK"	"02020"	"2017"	"2017"	993	30841	3219.7
	"Anchorage Borough, AK"	"02020"	"2018"	"2018"	1025	32333	3170.1
	"Anchorage Borough, AK"	"02020"	"2019"	"2019"	1134	33757	3359.3
	"Anchorage Borough, AK"	"02020"	"2020 "	"2020"	1266	35114	3605.4
	"Bethel Census Area, AK"	"02050"	"2014"	"2014"	45	1183	3803.9
	"Bethel Census Area, AK"	"02050"	"2015"	"2015"	51	1222	4173.5
	"Bethel Census Area, AK"	"02050"	"2016"	"2016"	58	1272	4559.7
	"Bethel Census Area, AK"	"02050"	"2017"	"2017"	52	1328	3915.7
	"Bethel Census Area, AK"	"02050"	"2018"	"2018"	64	1402	4564.9
	"Bethel Census Area, AK"	"02050"	"2019"	"2019"	52	1448	3591.2
	"Bethel Census Area, AK"	"02050"	"2020 "	"2020"	64	1510	4238.4
	"Denali Borough, AK"	"02068"	"2014"	"2014"	10	164	Unreliable
	"Dillingham Census Area, AK"	"02070"	"2014"	"2014"	12	396	Unreliable
	"Dillingham Census Area, AK"	"02070"	"2015"	"2015"	20	409	4890.0
	"Dillingham Census Area, AK"	"02070"	"2016"	"2016"	16	431	Unreliable
	"Dillingham Census Area, AK"	"02070"	"2017"	"2017"	17	444	Unreliable
	"Dillingham Census Area, AK"	"02070"	"2018"	"2018"	22	470	4680.9
	"Dillingham Census Area, AK"	"02070"	"2019"	"2019"	25	494	5060.7
	"Dillingham Census Area, AK"	"02070"	"2020 "	"2020"	16	525	Unreliable
	"Fairbanks North Star Borough, AK"	"02090"	"2014"	"2014"	253	7913	3197.3
	"Fairbanks North Star Borough, AK"	"02090"	"2015"	"2015"	269	8349	3221.9
	"Fairbanks North Star Borough, AK"	"02090"	"2016"	"2016"	289	8884	3253.0
	"Fairbanks North Star Borough, AK"	"02090"	"2017"	"2017"	270	9706	2781.8
	"Fairbanks North Star Borough, AK"	"02090"	"2018"	"2018"	278	10204	2724.4
	"Fairbanks North Star Borough, AK"	"02090"	"2019"	"2019"	284	10828	2622.8
	"Fairbanks North Star Borough, AK"	"02090"	"2020 "	"2020"	338	11227	3010.6
	"Haines Borough, AK"	"02100"	"2014"	"2014"	20	430	4651.2
	"Haines Borough, AK"	"02100"	"2016"	"2016"	11	479	Unreliable
	"Haines Borough, AK"	"02100"	"2017"	"2017"	10	541	Unreliable
	"Haines Borough, AK"	"02100"	"2018"	"2018"	11	546	Unreliable
	"Haines Borough, AK"	"02100"	"2020 "	"2020"	12	625	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2014"	"2014"	12	344	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2015"	"2015"	12	359	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2017"	"2017"	13	477	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2018"	"2018"	13	483	Unreliable
	"Hoonah-Angoon Census Area, AK"	"02105"	"2020 "	"2020"	13	537	Unreliable
	"Juneau Borough, AK"	"02110"	"2014"	"2014"	109	3436	3172.3
	"Juneau Borough, AK"	"02110"	"2015"	"2015"	123	3594	3422.4
	"Juneau Borough, AK"	"02110"	"2016"	"2016"	120	3801	3157.1
	"Juneau Borough, AK"	"02110"	"2017"	"2017"	94	4040	2326.7
	"Juneau Borough, AK"	"02110"	"2018"	"2018"	109	4298	2536.1
	"Juneau Borough, AK"	"02110"	"2019"	"2019"	115	4461	2577.9
	"Juneau Borough, AK"	"02110"	"2020 "	"2020"	137	4720	2902.5
	"Kenai Peninsula Borough, AK"	"02122"	"2014"	"2014"	235	8163	2878.8
	"Kenai Peninsula Borough, AK"	"02122"	"2015"	"2015"	290	8604	3370.5
	"Kenai Peninsula Borough, AK"	"02122"	"2016"	"2016"	283	9122	3102.4
	"Kenai Peninsula Borough, AK"	"02122"	"2017"	"2017"	284	9615	2953.7
	"Kenai Peninsula Borough, AK"	"02122"	"2018"	"2018"	334	10188	3278.4
	"Kenai Peninsula Borough, AK"	"02122"	"2019"	"2019"	301	10775	2793.5
	"Kenai Peninsula Borough, AK"	"02122"	"2020 "	"2020"	327	11420	2863.4
	"Ketchikan Gateway Borough, AK"	"02130"	"2014"	"2014"	65	1720	3779.1
	"Ketchikan Gateway Borough, AK"	"02130"	"2015"	"2015"	59	1791	3294.2
	"Ketchikan Gateway Borough, AK"	"02130"	"2016"	"2016"	58	1912	3033.5
	"Ketchikan Gateway Borough, AK"	"02130"	"2017"	"2017"	66	2080	3173.1
	"Ketchikan Gateway Borough, AK"	"02130"	"2018"	"2018"	66	2162	3052.7
	"Ketchikan Gateway Borough, AK"	"02130"	"2019"	"2019"	85	2291	3710.2
	"Ketchikan Gateway Borough, AK"	"02130"	"2020 "	"2020"	73	2355	3099.8
	"Kodiak Island Borough, AK"	"02150"	"2014"	"2014"	33	1208	2731.8
	"Kodiak Island Borough, AK"	"02150"	"2015"	"2015"	25	1269	1970.1
	"Kodiak Island Borough, AK"	"02150"	"2016"	"2016"	32	1354	2363.4
	"Kodiak Island Borough, AK"	"02150"	"2017"	"2017"	41	1370	2992.7
	"Kodiak Island Borough, AK"	"02150"	"2018"	"2018"	38	1379	2755.6
	"Kodiak Island Borough, AK"	"02150"	"2019"	"2019"	46	1476	3116.5
	"Kodiak Island Borough, AK"	"02150"	"2020 "	"2020"	44	1609	2734.6
	"Lake and Peninsula Borough, AK"	"02164"	"2014"	"2014"	10	146	Unreliable
	"Matanuska-Susitna Borough, AK"	"02170"	"2014"	"2014"	313	9372	3339.7
	"Matanuska-Susitna Borough, AK"	"02170"	"2015"	"2015"	326	10008	3257.4
	"Matanuska-Susitna Borough, AK"	"02170"	"2016"	"2016"	389	10919	3562.6
	"Matanuska-Susitna Borough, AK"	"02170"	"2017"	"2017"	357	11845	3013.9
	"Matanuska-Susitna Borough, AK"	"02170"	"2018"	"2018"	387	12814	3020.1
	"Matanuska-Susitna Borough, AK"	"02170"	"2019"	"2019"	411	13755	2988.0
	"Matanuska-Susitna Borough, AK"	"02170"	"2020 "	"2020"	482	14446	3336.6
	"Nome Census Area, AK"	"02180"	"2014"	"2014"	24	721	3328.7
	"Nome Census Area, AK"	"02180"	"2015"	"2015"	29	735	3945.6
	"Nome Census Area, AK"	"02180"	"2016"	"2016"	48	770	6233.8
	"Nome Census Area, AK"	"02180"	"2017"	"2017"	43	751	5725.7
	"Nome Census Area, AK"	"02180"	"2018"	"2018"	34	774	4392.8
	"Nome Census Area, AK"	"02180"	"2019"	"2019"	39	803	4856.8
	"Nome Census Area, AK"	"02180"	"2020 "	"2020"	39	842	4631.8
	"North Slope Borough, AK"	"02185"	"2014"	"2014"	20	466	4291.8
	"North Slope Borough, AK"	"02185"	"2015"	"2015"	31	462	6710.0
	"North Slope Borough, AK"	"02185"	"2016"	"2016"	25	490	5102.0
	"North Slope Borough, AK"	"02185"	"2017"	"2017"	22	647	3400.3
	"North Slope Borough, AK"	"02185"	"2018"	"2018"	17	673	Unreliable
	"North Slope Borough, AK"	"02185"	"2019"	"2019"	29	736	3940.2
	"North Slope Borough, AK"	"02185"	"2020 "	"2020"	34	723	4702.6
	"Northwest Arctic Borough, AK"	"02188"	"2014"	"2014"	18	529	Unreliable
	"Northwest Arctic Borough, AK"	"02188"	"2015"	"2015"	19	552	Unreliable
	"Northwest Arctic Borough, AK"	"02188"	"2016"	"2016"	26	566	4593.6
	"Northwest Arctic Borough, AK"	"02188"	"2017"	"2017"	18	553	Unreliable
	"Northwest Arctic Borough, AK"	"02188"	"2018"	"2018"	31	561	5525.8
	"Northwest Arctic Borough, AK"	"02188"	"2019"	"2019"	25	557	4488.3
	"Northwest Arctic Borough, AK"	"02188"	"2020 "	"2020"	33	594	5555.6
	"Petersburg Borough/Census Area, AK"	"02195"	"2014"	"2014"	10	419	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2015"	"2015"	20	432	4629.6
	"Petersburg Borough/Census Area, AK"	"02195"	"2016"	"2016"	17	442	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2017"	"2017"	16	605	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2018"	"2018"	18	615	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2019"	"2019"	19	670	Unreliable
	"Petersburg Borough/Census Area, AK"	"02195"	"2020 "	"2020"	23	666	3453.5
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2014"	"2014"	23	732	3142.1
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2015"	"2015"	26	757	3434.6
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2016"	"2016"	37	779	4749.7
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2017"	"2017"	36	1020	3529.4
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2018"	"2018"	24	1096	2189.8
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2019"	"2019"	31	1125	2755.6
	"Prince of Wales-Hyder Census Area, AK"	"02198"	"2020 "	"2020"	37	1192	3104.0
	"Sitka Borough, AK"	"02220"	"2014"	"2014"	46	1173	3921.6
	"Sitka Borough, AK"	"02220"	"2015"	"2015"	49	1218	4023.0
	"Sitka Borough, AK"	"02220"	"2016"	"2016"	41	1288	3183.2
	"Sitka Borough, AK"	"02220"	"2017"	"2017"	39	1300	3000.0
	"Sitka Borough, AK"	"02220"	"2018"	"2018"	54	1361	3967.7
	"Sitka Borough, AK"	"02220"	"2019"	"2019"	39	1364	2859.2
	"Sitka Borough, AK"	"02220"	"2020 "	"2020"	43	1436	2994.4
	"Southeast Fairbanks Census Area, AK"	"02240"	"2014"	"2014"	39	829	4704.5
	"Southeast Fairbanks Census Area, AK"	"02240"	"2015"	"2015"	30	848	3537.7
	"Southeast Fairbanks Census Area, AK"	"02240"	"2016"	"2016"	31	892	3475.3
	"Southeast Fairbanks Census Area, AK"	"02240"	"2017"	"2017"	40	962	4158.0
	"Southeast Fairbanks Census Area, AK"	"02240"	"2018"	"2018"	28	1005	2786.1
	"Southeast Fairbanks Census Area, AK"	"02240"	"2019"	"2019"	36	1078	3339.5
	"Southeast Fairbanks Census Area, AK"	"02240"	"2020 "	"2020"	47	1112	4226.6
	"Valdez-Cordova Census Area, AK"	"02261"	"2014"	"2014"	43	956	4497.9
	"Valdez-Cordova Census Area, AK"	"02261"	"2015"	"2015"	43	965	4456.0
	"Valdez-Cordova Census Area, AK"	"02261"	"2016"	"2016"	32	1016	3149.6
	"Valdez-Cordova Census Area, AK"	"02261"	"2017"	"2017"	31	1201	2581.2
	"Valdez-Cordova Census Area, AK"	"02261"	"2018"	"2018"	37	1256	2945.9
	"Valdez-Cordova Census Area, AK"	"02261"	"2019"	"2019"	36	1328	2710.8
	"Valdez-Cordova Census Area, AK"	"02261"	"2020 "	"2020"	33	0	0.0
	"Wade Hampton Census Area, AK"	"02270"	"2014"	"2014"	21	418	5023.9
	"Wade Hampton Census Area, AK"	"02270"	"2015"	"2015"	21	438	4794.5
	"Wade Hampton Census Area, AK"	"02270"	"2016"	"2016"	20	464	4310.3
	"Wade Hampton Census Area, AK"	"02270"	"2017"	"2017"	33	482	6846.5
	"Wade Hampton Census Area, AK"	"02270"	"2018"	"2018"	20	496	4032.3
	"Wade Hampton Census Area, AK"	"02270"	"2019"	"2019"	26	506	5138.3
	"Wade Hampton Census Area, AK"	"02270"	"2020 "	"2020"	26	546	4761.9
	"Wrangell City and Borough, AK"	"02275"	"2014"	"2014"	19	422	Unreliable
	"Wrangell City and Borough, AK"	"02275"	"2015"	"2015"	17	436	Unreliable
	"Wrangell City and Borough, AK"	"02275"	"2017"	"2017"	20	564	3546.1
	"Wrangell City and Borough, AK"	"02275"	"2018"	"2018"	14	548	Unreliable
	"Wrangell City and Borough, AK"	"02275"	"2019"	"2019"	16	614	Unreliable
	"Wrangell City and Borough, AK"	"02275"	"2020 "	"2020"	12	650	Unreliable
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2014"	"2014"	28	736	3804.3
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2015"	"2015"	27	787	3430.7
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2016"	"2016"	21	842	2494.1
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2017"	"2017"	30	751	3994.7
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2018"	"2018"	30	810	3703.7
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2019"	"2019"	29	822	3528.0
	"Yukon-Koyukuk Census Area, AK"	"02290"	"2020 "	"2020"	32	847	3778.0
	"Apache County, AZ"	"04001"	"2014"	"2014"	358	9665	3704.1
	"Apache County, AZ"	"04001"	"2015"	"2015"	391	9977	3919.0
	"Apache County, AZ"	"04001"	"2016"	"2016"	387	10394	3723.3
	"Apache County, AZ"	"04001"	"2017"	"2017"	432	10647	4057.5
	"Apache County, AZ"	"04001"	"2018"	"2018"	394	10986	3586.4
	"Apache County, AZ"	"04001"	"2019"	"2019"	435	11334	3838.0
	"Apache County, AZ"	"04001"	"2020 "	"2020"	656	11834	5543.3
	"Cochise County, AZ"	"04003"	"2014"	"2014"	902	25391	3552.4
	"Cochise County, AZ"	"04003"	"2015"	"2015"	988	26125	3781.8
	"Cochise County, AZ"	"04003"	"2016"	"2016"	1057	26761	3949.8
	"Cochise County, AZ"	"04003"	"2017"	"2017"	1034	27394	3774.5
	"Cochise County, AZ"	"04003"	"2018"	"2018"	1066	28326	3763.3
	"Cochise County, AZ"	"04003"	"2019"	"2019"	1094	29118	3757.1
	"Cochise County, AZ"	"04003"	"2020 "	"2020"	1288	30285	4252.9
	"Coconino County, AZ"	"04005"	"2014"	"2014"	449	15252	2943.9
	"Coconino County, AZ"	"04005"	"2015"	"2015"	466	15930	2925.3
	"Coconino County, AZ"	"04005"	"2016"	"2016"	516	16808	3070.0
	"Coconino County, AZ"	"04005"	"2017"	"2017"	557	17001	3276.3
	"Coconino County, AZ"	"04005"	"2018"	"2018"	518	17855	2901.1
	"Coconino County, AZ"	"04005"	"2019"	"2019"	557	18662	2984.7
	"Coconino County, AZ"	"04005"	"2020 "	"2020"	710	19744	3596.0
	"Gila County, AZ"	"04007"	"2014"	"2014"	543	14147	3838.3
	"Gila County, AZ"	"04007"	"2015"	"2015"	594	14609	4066.0
	"Gila County, AZ"	"04007"	"2016"	"2016"	599	14939	4009.6
	"Gila County, AZ"	"04007"	"2017"	"2017"	528	15070	3503.6
	"Gila County, AZ"	"04007"	"2018"	"2018"	552	15506	3559.9
	"Gila County, AZ"	"04007"	"2019"	"2019"	594	15869	3743.1
	"Gila County, AZ"	"04007"	"2020 "	"2020"	705	16358	4309.8
	"Graham County, AZ"	"04009"	"2014"	"2014"	202	4667	4328.3
	"Graham County, AZ"	"04009"	"2015"	"2015"	173	4788	3613.2
	"Graham County, AZ"	"04009"	"2016"	"2016"	186	4880	3811.5
	"Graham County, AZ"	"04009"	"2017"	"2017"	213	5170	4119.9
	"Graham County, AZ"	"04009"	"2018"	"2018"	230	5310	4331.5
	"Graham County, AZ"	"04009"	"2019"	"2019"	208	5440	3823.5
	"Graham County, AZ"	"04009"	"2020 "	"2020"	262	5598	4680.2
	"Greenlee County, AZ"	"04011"	"2014"	"2014"	38	1080	3518.5
	"Greenlee County, AZ"	"04011"	"2015"	"2015"	44	1125	3911.1
	"Greenlee County, AZ"	"04011"	"2016"	"2016"	38	1144	3321.7
	"Greenlee County, AZ"	"04011"	"2017"	"2017"	43	1222	3518.8
	"Greenlee County, AZ"	"04011"	"2018"	"2018"	43	1248	3445.5
	"Greenlee County, AZ"	"04011"	"2019"	"2019"	52	1297	4009.3
	"Greenlee County, AZ"	"04011"	"2020 "	"2020"	52	1291	4027.9
	"La Paz County, AZ"	"04012"	"2014"	"2014"	194	7298	2658.3
	"La Paz County, AZ"	"04012"	"2015"	"2015"	189	7491	2523.0
	"La Paz County, AZ"	"04012"	"2016"	"2016"	190	7675	2475.6
	"La Paz County, AZ"	"04012"	"2017"	"2017"	251	8103	3097.6
	"La Paz County, AZ"	"04012"	"2018"	"2018"	220	8287	2654.8
	"La Paz County, AZ"	"04012"	"2019"	"2019"	222	8392	2645.4
	"La Paz County, AZ"	"04012"	"2020 "	"2020"	263	8956	2936.6
	"Maricopa County, AZ"	"04013"	"2014"	"2014"	20181	565934	3566.0
	"Maricopa County, AZ"	"04013"	"2015"	"2015"	21247	592961	3583.2
	"Maricopa County, AZ"	"04013"	"2016"	"2016"	22123	619931	3568.6
	"Maricopa County, AZ"	"04013"	"2017"	"2017"	22789	638316	3570.2
	"Maricopa County, AZ"	"04013"	"2018"	"2018"	23543	669285	3517.6
	"Maricopa County, AZ"	"04013"	"2019"	"2019"	24059	696331	3455.1
	"Maricopa County, AZ"	"04013"	"2020 "	"2020"	29586	729812	4053.9
	"Mohave County, AZ"	"04015"	"2014"	"2014"	2095	54755	3826.1
	"Mohave County, AZ"	"04015"	"2015"	"2015"	2342	56716	4129.3
	"Mohave County, AZ"	"04015"	"2016"	"2016"	2477	58634	4224.5
	"Mohave County, AZ"	"04015"	"2017"	"2017"	2549	61447	4148.3
	"Mohave County, AZ"	"04015"	"2018"	"2018"	2679	63526	4217.2
	"Mohave County, AZ"	"04015"	"2019"	"2019"	2615	65910	3967.5
	"Mohave County, AZ"	"04015"	"2020 "	"2020"	3165	69474	4555.7
	"Navajo County, AZ"	"04017"	"2014"	"2014"	612	17061	3587.1
	"Navajo County, AZ"	"04017"	"2015"	"2015"	568	17825	3186.5
	"Navajo County, AZ"	"04017"	"2016"	"2016"	647	18642	3470.7
	"Navajo County, AZ"	"04017"	"2017"	"2017"	682	19185	3554.9
	"Navajo County, AZ"	"04017"	"2018"	"2018"	698	20010	3488.3
	"Navajo County, AZ"	"04017"	"2019"	"2019"	774	20829	3716.0
	"Navajo County, AZ"	"04017"	"2020 "	"2020"	1080	21896	4932.4
	"Pima County, AZ"	"04019"	"2014"	"2014"	6477	178188	3634.9
	"Pima County, AZ"	"04019"	"2015"	"2015"	6867	185865	3694.6
	"Pima County, AZ"	"04019"	"2016"	"2016"	7145	193700	3688.7
	"Pima County, AZ"	"04019"	"2017"	"2017"	7226	196634	3674.8
	"Pima County, AZ"	"04019"	"2018"	"2018"	7417	205255	3613.6
	"Pima County, AZ"	"04019"	"2019"	"2019"	7494	212554	3525.7
	"Pima County, AZ"	"04019"	"2020 "	"2020"	9254	221336	4181.0
	"Pinal County, AZ"	"04021"	"2014"	"2014"	1856	72449	2561.8
	"Pinal County, AZ"	"04021"	"2015"	"2015"	2129	77527	2746.1
	"Pinal County, AZ"	"04021"	"2016"	"2016"	2168	83581	2593.9
	"Pinal County, AZ"	"04021"	"2017"	"2017"	2237	85362	2620.6
	"Pinal County, AZ"	"04021"	"2018"	"2018"	2288	91129	2510.7
	"Pinal County, AZ"	"04021"	"2019"	"2019"	2368	96566	2452.2
	"Pinal County, AZ"	"04021"	"2020 "	"2020"	3100	103815	2986.1
	"Santa Cruz County, AZ"	"04023"	"2014"	"2014"	222	7369	3012.6
	"Santa Cruz County, AZ"	"04023"	"2015"	"2015"	224	7668	2921.2
	"Santa Cruz County, AZ"	"04023"	"2016"	"2016"	243	7937	3061.6
	"Santa Cruz County, AZ"	"04023"	"2017"	"2017"	230	8027	2865.3
	"Santa Cruz County, AZ"	"04023"	"2018"	"2018"	208	8421	2470.0
	"Santa Cruz County, AZ"	"04023"	"2019"	"2019"	255	8591	2968.2
	"Santa Cruz County, AZ"	"04023"	"2020 "	"2020"	346	8955	3863.8
	"Yavapai County, AZ"	"04025"	"2014"	"2014"	2164	61595	3513.3
	"Yavapai County, AZ"	"04025"	"2015"	"2015"	2315	64634	3581.7
	"Yavapai County, AZ"	"04025"	"2016"	"2016"	2389	67931	3516.8
	"Yavapai County, AZ"	"04025"	"2017"	"2017"	2544	70166	3625.7
	"Yavapai County, AZ"	"04025"	"2018"	"2018"	2541	73278	3467.6
	"Yavapai County, AZ"	"04025"	"2019"	"2019"	2489	76438	3256.2
	"Yavapai County, AZ"	"04025"	"2020 "	"2020"	3037	80939	3752.2
	"Yuma County, AZ"	"04027"	"2014"	"2014"	1041	35366	2943.5
	"Yuma County, AZ"	"04027"	"2015"	"2015"	1066	36813	2895.7
